t,s	t_el,s	dte,s	dt,s	NRF	Pgas(t),Torr	Tgas(t),K	Te(t),[K]	Jel(t),[A/cm2]	Iel(t),[mA]	Vext(t),[kV]	Power(t),[W/cm^2]	<Iel>RF,[mA]	<Power>RF,[W/cm^2]	Ngas(t),[cm-3]	Xel	MNT,[g*cm-3*K]	MNTr,[g*cm-3*K]	e(t)	O+(t)	O2+(t)	O3+(t)	O4+(t)	O-(t)	O2-(t)	O3-(t)	O4-(t)	O2[a](t)	O2[b](t)	O2[Hz](t)	O(t)	O[1D](t)	O[1S](t)	O3(t)	O2(t)	
2.6569738e-004	2.0044370e-006	1.61e-011	3.18e-009	160.35	50.0	313.3	3573323131486800.5	0.00e+000	64.818	1.719	9.13e+000	8.36e-002	1.18e-002	1.54e+018	1.89e-009	1.66668e-002	4.11657e-005	2.92e+009	1.26e+007	1.82e+010	8.17e-016	1.81e+011	5.04e+010	3.39e+010	1.12e+011	7.81e-016	5.38e+014	4.40e+014	5.66e+012	2.00e+015	6.05e+010	9.92e+010	1.93e+014	1.54e+018	
2.6606028e-004	2.0098745e-006	1.61e-011	1.30e-010	160.79	50.0	313.3	3062975576887674.5	0.00e+000	67.572	-1.662	9.90e+000	8.69e-002	1.27e-002	1.54e+018	1.90e-009	1.66658e-002	4.11625e-005	2.93e+009	1.25e+007	1.82e+010	8.19e-016	1.82e+011	5.05e+010	3.40e+010	1.12e+011	7.83e-016	5.39e+014	4.40e+014	5.40e+012	2.00e+015	4.98e+010	8.56e+010	1.93e+014	1.54e+018	
2.6610604e-004	2.0155625e-006	1.78e-011	1.76e-010	161.24	50.0	313.3	1352031840677892.0	0.00e+000	67.604	1.551	9.93e+000	9.64e-002	1.42e-002	1.54e+018	1.90e-009	1.66657e-002	4.11620e-005	2.93e+009	1.25e+007	1.81e+010	8.21e-016	1.82e+011	5.06e+010	3.41e+010	1.12e+011	7.85e-016	5.39e+014	4.40e+014	5.41e+012	2.01e+015	5.68e+010	8.58e+010	1.93e+014	1.54e+018	
2.6616771e-004	2.0210121e-006	1.73e-011	2.37e-010	161.68	50.0	313.3	3281640663967099.5	0.00e+000	68.129	-1.404	1.00e+001	9.41e-002	1.39e-002	1.54e+018	1.90e-009	1.66655e-002	4.11613e-005	2.94e+009	1.24e+007	1.81e+010	8.23e-016	1.82e+011	5.06e+010	3.42e+010	1.12e+011	7.87e-016	5.39e+014	4.40e+014	5.41e+012	2.01e+015	5.80e+010	8.61e+010	1.93e+014	1.54e+018	
2.6625083e-004	2.0264701e-006	2.13e-011	3.19e-010	162.12	50.0	313.3	837103827008470.1	0.00e+000	69.092	1.289	1.04e+001	1.18e-001	1.78e-002	1.54e+018	1.90e-009	1.66653e-002	4.11605e-005	2.93e+009	1.22e+007	1.81e+010	8.25e-016	1.83e+011	5.07e+010	3.44e+010	1.12e+011	7.89e-016	5.39e+014	4.40e+014	5.41e+012	2.01e+015	4.78e+010	8.61e+010	1.94e+014	1.54e+018	
2.6636287e-004	2.0320726e-006	1.75e-011	4.30e-010	162.57	50.0	313.3	13334054911524250.0	0.00e+000	68.558	-1.120	1.04e+001	9.62e-002	1.46e-002	1.54e+018	1.89e-009	1.66649e-002	4.11593e-005	2.93e+009	1.20e+007	1.80e+010	8.28e-016	1.83e+011	5.08e+010	3.45e+010	1.12e+011	7.90e-016	5.39e+014	4.39e+014	5.42e+012	2.01e+015	3.82e+010	8.62e+010	1.94e+014	1.54e+018	
2.6651388e-004	2.0370905e-006	1.89e-011	5.80e-010	162.97	50.0	313.3	636663075971517.3	0.00e+000	17.141	-0.686	8.21e-001	2.59e-002	1.24e-003	1.54e+018	1.89e-009	1.66645e-002	4.11577e-005	2.91e+009	1.22e+007	1.80e+010	8.29e-016	1.83e+011	5.10e+010	3.46e+010	1.13e+011	7.92e-016	5.40e+014	4.39e+014	5.45e+012	2.01e+015	1.98e+010	8.76e+010	1.94e+014	1.54e+018	
2.6671742e-004	2.0428605e-006	1.85e-011	7.82e-010	163.43	50.0	313.3	17447100088530956.0	0.00e+000	43.864	1.229	3.77e+000	6.47e-002	5.56e-003	1.54e+018	1.89e-009	1.66638e-002	4.11555e-005	2.92e+009	1.24e+007	1.81e+010	8.32e-016	1.84e+011	5.11e+010	3.47e+010	1.13e+011	7.94e-016	5.40e+014	4.39e+014	5.50e+012	2.01e+015	3.34e+010	8.92e+010	1.94e+014	1.54e+018	
2.6699177e-004	2.0482394e-006	1.56e-011	1.05e-009	163.86	50.0	313.3	1512452271872279.0	0.00e+000	65.353	-1.727	9.11e+000	8.14e-002	1.13e-002	1.54e+018	1.91e-009	1.66630e-002	4.11525e-005	2.95e+009	1.25e+007	1.81e+010	8.34e-016	1.84e+011	5.12e+010	3.48e+010	1.13e+011	7.96e-016	5.41e+014	4.39e+014	5.54e+012	2.01e+015	6.24e+010	9.21e+010	1.94e+014	1.54e+018	
2.6736154e-004	2.0540023e-006	1.64e-011	1.42e-009	164.32	50.0	313.4	3575933705498405.0	0.00e+000	67.538	1.710	9.84e+000	8.87e-002	1.29e-002	1.54e+018	1.92e-009	1.66619e-002	4.11487e-005	2.96e+009	1.25e+007	1.80e+010	8.36e-016	1.85e+011	5.13e+010	3.50e+010	1.13e+011	7.98e-016	5.41e+014	4.39e+014	5.56e+012	2.01e+015	6.55e+010	9.28e+010	1.94e+014	1.54e+018	
2.6785993e-004	2.0594461e-006	1.64e-011	1.91e-009	164.76	50.0	313.4	7222596828737627.0	0.00e+000	68.310	-1.582	9.96e+000	8.97e-002	1.31e-002	1.54e+018	1.92e-009	1.66603e-002	4.11434e-005	2.96e+009	1.24e+007	1.80e+010	8.38e-016	1.85e+011	5.13e+010	3.51e+010	1.13e+011	7.99e-016	5.43e+014	4.39e+014	5.59e+012	2.02e+015	6.60e+010	9.34e+010	1.95e+014	1.54e+018	
2.6853170e-004	2.0650821e-006	1.87e-011	2.58e-009	165.21	50.0	313.4	1932492485762621.5	0.00e+000	68.463	1.457	1.00e+001	1.03e-001	1.51e-002	1.54e+018	1.92e-009	1.66583e-002	4.11364e-005	2.96e+009	1.24e+007	1.80e+010	8.40e-016	1.85e+011	5.14e+010	3.52e+010	1.13e+011	8.01e-016	5.44e+014	4.39e+014	5.58e+012	2.02e+015	6.73e+010	9.18e+010	1.95e+014	1.54e+018	
2.6932880e-004	2.0705621e-006	1.77e-011	2.21e-009	165.64	50.0	313.5	6367646531915707.0	0.00e+000	68.754	-1.303	1.01e+001	9.72e-002	1.43e-002	1.54e+018	1.93e-009	1.66559e-002	4.11280e-005	2.97e+009	1.22e+007	1.79e+010	8.42e-016	1.85e+011	5.14e+010	3.53e+010	1.13e+011	8.03e-016	5.46e+014	4.38e+014	5.53e+012	2.03e+015	6.81e+010	8.84e+010	1.96e+014	1.54e+018	
2.7009850e-004	2.0758789e-006	2.34e-011	2.66e-009	166.07	50.0	313.5	975331758252117.9	0.00e+000	69.930	1.188	1.06e+001	1.31e-001	1.99e-002	1.54e+018	1.92e-009	1.66536e-002	4.11200e-005	2.96e+009	1.20e+007	1.79e+010	8.44e-016	1.86e+011	5.15e+010	3.54e+010	1.13e+011	8.05e-016	5.47e+014	4.38e+014	5.47e+012	2.03e+015	6.95e+010	8.34e+010	1.96e+014	1.54e+018	
2.7101360e-004	2.0816023e-006	2.00e-011	1.66e-009	166.53	50.0	313.6	34712129969900648.0	0.00e+000	54.230	-0.661	5.78e+000	8.69e-002	9.26e-003	1.54e+018	1.93e-009	1.66509e-002	4.11104e-005	2.97e+009	1.20e+007	1.78e+010	8.47e-016	1.86e+011	5.16e+010	3.55e+010	1.13e+011	8.06e-016	5.49e+014	4.37e+014	5.44e+012	2.04e+015	1.36e+010	8.16e+010	1.97e+014	1.54e+018	
2.7159521e-004	2.0866253e-006	1.68e-011	2.23e-009	166.93	50.0	313.6	1109789304009991.7	0.00e+000	44.976	-1.247	3.85e+000	6.04e-002	5.17e-003	1.54e+018	1.92e-009	1.66490e-002	4.11039e-005	2.95e+009	1.24e+007	1.79e+010	8.49e-016	1.86e+011	5.17e+010	3.56e+010	1.13e+011	8.08e-016	5.51e+014	4.37e+014	5.67e+012	2.04e+015	2.20e+010	9.00e+010	1.97e+014	1.54e+018	
2.7236166e-004	2.0924192e-006	1.67e-011	2.93e-009	167.39	50.0	313.7	17519622891708156.0	0.00e+000	57.904	1.548	6.82e+000	7.75e-002	9.13e-003	1.54e+018	1.94e-009	1.66466e-002	4.10957e-005	2.99e+009	1.25e+007	1.79e+010	8.51e-016	1.87e+011	5.18e+010	3.57e+010	1.14e+011	8.10e-016	5.53e+014	4.37e+014	5.73e+012	2.04e+015	4.27e+010	9.38e+010	1.98e+014	1.54e+018	
2.7267244e-004	2.0978440e-006	1.57e-011	4.60e-010	167.83	50.0	313.7	3815238919038892.0	0.00e+000	68.271	-1.722	9.81e+000	8.56e-002	1.23e-002	1.54e+018	1.95e-009	1.66458e-002	4.10929e-005	3.00e+009	1.25e+007	1.79e+010	8.53e-016	1.87e+011	5.19e+010	3.58e+010	1.14e+011	8.12e-016	5.53e+014	4.37e+014	5.51e+012	2.05e+015	6.54e+010	8.46e+010	1.98e+014	1.54e+018	
2.7283373e-004	2.1035943e-006	1.71e-011	6.19e-010	168.29	50.0	313.7	4161339191086943.5	0.00e+000	68.510	1.630	9.90e+000	9.35e-002	1.35e-002	1.54e+018	1.95e-009	1.66453e-002	4.10912e-005	3.00e+009	1.25e+007	1.78e+010	8.55e-016	1.87e+011	5.20e+010	3.59e+010	1.14e+011	8.14e-016	5.53e+014	4.37e+014	5.52e+012	2.05e+015	6.60e+010	8.52e+010	1.98e+014	1.54e+018	
2.7305112e-004	2.1090424e-006	1.68e-011	8.35e-010	168.72	50.0	313.7	9791506497898810.0	0.00e+000	69.114	-1.484	9.97e+000	9.26e-002	1.34e-002	1.54e+018	1.95e-009	1.66447e-002	4.10889e-005	3.01e+009	1.24e+007	1.78e+010	8.57e-016	1.88e+011	5.21e+010	3.60e+010	1.14e+011	8.15e-016	5.54e+014	4.36e+014	5.54e+012	2.05e+015	6.67e+010	8.61e+010	1.98e+014	1.54e+018	
2.7334413e-004	2.1146118e-006	2.00e-011	1.13e-009	169.17	50.0	313.7	2816384609205879.5	0.00e+000	69.670	1.353	1.02e+001	1.12e-001	1.63e-002	1.54e+018	1.95e-009	1.66438e-002	4.10858e-005	3.01e+009	1.23e+007	1.78e+010	8.59e-016	1.88e+011	5.21e+010	3.62e+010	1.14e+011	8.17e-016	5.55e+014	4.36e+014	5.54e+012	2.05e+015	6.96e+010	8.59e+010	1.98e+014	1.54e+018	
2.7373907e-004	2.1201400e-006	1.79e-011	1.52e-009	169.61	50.0	313.8	18016092622667408.0	0.00e+000	69.844	-1.183	1.03e+001	9.98e-002	1.47e-002	1.54e+018	1.96e-009	1.66426e-002	4.10817e-005	3.02e+009	1.22e+007	1.77e+010	8.61e-016	1.88e+011	5.22e+010	3.63e+010	1.14e+011	8.19e-016	5.55e+014	4.36e+014	5.55e+012	2.05e+015	7.00e+010	8.58e+010	1.99e+014	1.54e+018	
2.7427138e-004	2.1252765e-006	2.55e-011	2.04e-009	170.02	50.0	313.8	1379800690668577.5	0.00e+000	50.174	0.539	4.63e+000	1.02e-001	9.42e-003	1.54e+018	1.95e-009	1.66410e-002	4.10761e-005	3.01e+009	1.20e+007	1.77e+010	8.63e-016	1.89e+011	5.23e+010	3.64e+010	1.14e+011	8.21e-016	5.57e+014	4.36e+014	5.52e+012	2.05e+015	8.53e+009	8.28e+010	1.99e+014	1.54e+018	
2.7498886e-004	2.1310761e-006	2.54e-011	2.76e-009	170.49	50.0	313.8	73754957606414544.0	0.00e+000	24.047	0.291	8.12e-001	4.90e-002	1.65e-003	1.54e+018	1.96e-009	1.66388e-002	4.10684e-005	3.02e+009	1.22e+007	1.77e+010	8.66e-016	1.89e+011	5.24e+010	3.65e+010	1.14e+011	8.22e-016	5.58e+014	4.36e+014	5.58e+012	2.06e+015	2.17e+009	8.47e+010	1.99e+014	1.54e+018	
2.7505904e-004	2.1362563e-006	1.60e-011	1.57e-010	170.90	50.0	313.8	2282072007788538.0	0.00e+000	57.137	-1.521	6.45e+000	7.29e-002	8.23e-003	1.54e+018	1.96e-009	1.66386e-002	4.10678e-005	3.02e+009	1.25e+007	1.77e+010	8.68e-016	1.89e+011	5.26e+010	3.66e+010	1.14e+011	8.24e-016	5.58e+014	4.35e+014	5.55e+012	2.06e+015	5.36e+010	8.36e+010	2.00e+014	1.54e+018	
2.7511414e-004	2.1420533e-006	1.62e-011	2.12e-010	171.36	50.0	313.8	18602830356350448.0	0.00e+000	64.824	1.675	8.63e+000	8.43e-002	1.12e-002	1.54e+018	1.97e-009	1.66384e-002	4.10672e-005	3.04e+009	1.26e+007	1.77e+010	8.70e-016	1.90e+011	5.27e+010	3.67e+010	1.15e+011	8.26e-016	5.58e+014	4.35e+014	5.55e+012	2.06e+015	6.10e+010	8.39e+010	2.00e+014	1.54e+018	
2.7518841e-004	2.1474930e-006	1.59e-011	2.85e-010	171.80	50.0	313.8	12115176518177896.0	0.00e+000	69.309	-1.662	9.93e+000	8.82e-002	1.26e-002	1.54e+018	1.97e-009	1.66382e-002	4.10664e-005	3.04e+009	1.25e+007	1.77e+010	8.72e-016	1.90e+011	5.27e+010	3.68e+010	1.15e+011	8.28e-016	5.59e+014	4.35e+014	5.56e+012	2.06e+015	6.41e+010	8.44e+010	2.00e+014	1.54e+018	
2.7528852e-004	2.1532107e-006	1.78e-011	3.84e-010	172.26	50.0	313.9	5310568368565501.0	0.00e+000	69.305	1.554	9.94e+000	9.85e-002	1.41e-002	1.54e+018	1.97e-009	1.66379e-002	4.10654e-005	3.04e+009	1.25e+007	1.77e+010	8.74e-016	1.90e+011	5.28e+010	3.69e+010	1.15e+011	8.29e-016	5.59e+014	4.35e+014	5.56e+012	2.06e+015	6.42e+010	8.45e+010	2.00e+014	1.54e+018	
2.7542346e-004	2.1586758e-006	1.71e-011	5.18e-010	172.69	50.0	313.9	14229700481471994.0	0.00e+000	69.895	-1.406	1.00e+001	9.56e-002	1.37e-002	1.54e+018	1.98e-009	1.66375e-002	4.10639e-005	3.05e+009	1.23e+007	1.76e+010	8.76e-016	1.91e+011	5.29e+010	3.70e+010	1.15e+011	8.31e-016	5.59e+014	4.35e+014	5.57e+012	2.06e+015	6.56e+010	8.49e+010	2.00e+014	1.54e+018	
2.7560533e-004	2.1641651e-006	2.12e-011	6.98e-010	173.13	50.0	313.9	3182038033845625.5	0.00e+000	71.045	1.284	1.05e+001	1.21e-001	1.78e-002	1.54e+018	1.98e-009	1.66370e-002	4.10620e-005	3.05e+009	1.22e+007	1.76e+010	8.78e-016	1.91e+011	5.30e+010	3.71e+010	1.15e+011	8.33e-016	5.60e+014	4.35e+014	5.57e+012	2.06e+015	6.29e+010	8.45e+010	2.00e+014	1.54e+018	
2.7585046e-004	2.1697696e-006	1.78e-011	9.41e-010	173.58	50.0	313.9	36333724939286376.0	0.00e+000	70.790	-1.149	1.05e+001	1.01e-001	1.49e-002	1.54e+018	1.98e-009	1.66362e-002	4.10595e-005	3.05e+009	1.20e+007	1.75e+010	8.81e-016	1.91e+011	5.30e+010	3.72e+010	1.15e+011	8.35e-016	5.60e+014	4.35e+014	5.57e+012	2.06e+015	6.03e+010	8.43e+010	2.00e+014	1.54e+018	
2.7618086e-004	2.1747889e-006	2.02e-011	1.27e-009	173.98	50.0	313.9	2122687764294833.0	0.00e+000	21.394	-0.371	6.42e-001	3.45e-002	1.04e-003	1.54e+018	1.97e-009	1.66352e-002	4.10559e-005	3.04e+009	1.21e+007	1.75e+010	8.82e-016	1.92e+011	5.31e+010	3.73e+010	1.15e+011	8.36e-016	5.61e+014	4.35e+014	5.61e+012	2.07e+015	4.61e+009	8.49e+010	2.00e+014	1.54e+018	
2.7662619e-004	2.1806195e-006	2.06e-011	1.71e-009	174.45	50.0	313.9	67967545375437120.0	0.00e+000	30.608	0.931	1.83e+000	5.04e-002	3.01e-003	1.54e+018	1.97e-009	1.66338e-002	4.10511e-005	3.03e+009	1.22e+007	1.75e+010	8.85e-016	1.92e+011	5.33e+010	3.74e+010	1.15e+011	8.38e-016	5.62e+014	4.35e+014	5.69e+012	2.07e+015	1.29e+010	8.67e+010	2.01e+014	1.54e+018	
2.7722642e-004	2.1859395e-006	1.56e-011	2.31e-009	174.88	50.0	314.0	3732643558712838.0	0.00e+000	64.129	-1.664	8.27e+000	7.98e-002	1.03e-002	1.54e+018	1.98e-009	1.66319e-002	4.10444e-005	3.06e+009	1.24e+007	1.76e+010	8.87e-016	1.92e+011	5.34e+010	3.75e+010	1.15e+011	8.40e-016	5.63e+014	4.35e+014	5.81e+012	2.07e+015	5.43e+010	9.27e+010	2.01e+014	1.54e+018	
2.7803545e-004	2.1917466e-006	1.63e-011	3.11e-009	175.34	50.0	314.0	12264709290371538.0	0.00e+000	68.036	1.698	9.49e+000	8.88e-002	1.24e-002	1.54e+018	1.99e-009	1.66294e-002	4.10359e-005	3.07e+009	1.25e+007	1.75e+010	8.89e-016	1.93e+011	5.35e+010	3.76e+010	1.15e+011	8.42e-016	5.65e+014	4.34e+014	5.83e+012	2.08e+015	6.27e+010	9.30e+010	2.02e+014	1.54e+018	
2.7858873e-004	2.1971970e-006	1.61e-011	1.08e-009	175.78	50.0	314.1	14028948102896452.0	0.00e+000	69.904	-1.603	9.94e+000	8.98e-002	1.28e-002	1.54e+018	2.00e-009	1.66278e-002	4.10303e-005	3.08e+009	1.24e+007	1.75e+010	8.91e-016	1.93e+011	5.35e+010	3.77e+010	1.16e+011	8.43e-016	5.66e+014	4.34e+014	5.65e+012	2.08e+015	6.56e+010	8.41e+010	2.02e+014	1.54e+018	
2.7896857e-004	2.2028861e-006	1.85e-011	1.46e-009	176.23	50.0	314.1	5229746541922488.0	0.00e+000	70.006	1.482	9.98e+000	1.04e-001	1.48e-002	1.54e+018	2.00e-009	1.66267e-002	4.10263e-005	3.08e+009	1.23e+007	1.74e+010	8.93e-016	1.93e+011	5.36e+010	3.78e+010	1.16e+011	8.45e-016	5.67e+014	4.34e+014	5.65e+012	2.08e+015	6.63e+010	8.44e+010	2.02e+014	1.54e+018	
2.7948054e-004	2.2083741e-006	1.73e-011	1.97e-009	176.67	50.0	314.1	14370994728636810.0	0.00e+000	70.459	-1.330	1.00e+001	9.76e-002	1.39e-002	1.54e+018	2.01e-009	1.66251e-002	4.10209e-005	3.09e+009	1.22e+007	1.74e+010	8.95e-016	1.93e+011	5.36e+010	3.79e+010	1.16e+011	8.47e-016	5.68e+014	4.33e+014	5.67e+012	2.09e+015	6.72e+010	8.51e+010	2.03e+014	1.54e+018	
2.8012060e-004	2.2137739e-006	2.27e-011	1.35e-009	177.10	50.0	314.2	3450340752074464.5	0.00e+000	71.325	1.179	1.04e+001	1.30e-001	1.89e-002	1.54e+018	2.00e-009	1.66232e-002	4.10142e-005	3.09e+009	1.21e+007	1.74e+010	8.97e-016	1.94e+011	5.37e+010	3.80e+010	1.16e+011	8.49e-016	5.70e+014	4.33e+014	5.60e+012	2.09e+015	6.72e+010	8.03e+010	2.03e+014	1.54e+018	
2.8059374e-004	2.2194741e-006	1.76e-011	1.82e-009	177.56	50.0	314.2	51972069892085264.0	0.00e+000	71.702	-1.091	1.06e+001	1.01e-001	1.50e-002	1.54e+018	2.01e-009	1.66218e-002	4.10093e-005	3.09e+009	1.19e+007	1.73e+010	9.00e-016	1.94e+011	5.38e+010	3.81e+010	1.16e+011	8.50e-016	5.71e+014	4.33e+014	5.60e+012	2.09e+015	6.00e+010	7.96e+010	2.03e+014	1.54e+018	
2.8123147e-004	2.2244690e-006	1.80e-011	2.45e-009	177.96	50.0	314.2	3144393759091751.5	0.00e+000	25.754	-0.844	1.33e+000	3.71e-002	1.92e-003	1.54e+018	1.99e-009	1.66198e-002	4.10022e-005	3.07e+009	1.21e+007	1.73e+010	9.01e-016	1.94e+011	5.39e+010	3.82e+010	1.16e+011	8.52e-016	5.72e+014	4.32e+014	5.76e+012	2.10e+015	7.02e+009	8.39e+010	2.04e+014	1.54e+018	
2.8196748e-004	2.2303158e-006	1.84e-011	2.76e-009	178.43	50.0	314.3	54058146273873424.0	0.00e+000	45.864	1.240	3.89e+000	6.74e-002	5.72e-003	1.54e+018	2.00e-009	1.66175e-002	4.09943e-005	3.08e+009	1.23e+007	1.73e+010	9.04e-016	1.95e+011	5.40e+010	3.83e+010	1.16e+011	8.54e-016	5.74e+014	4.32e+014	5.82e+012	2.10e+015	2.15e+010	8.62e+010	2.04e+014	1.54e+018	
2.8293687e-004	2.2356958e-006	1.55e-011	3.72e-009	178.86	50.0	314.3	6015117056318260.0	0.00e+000	67.632	-1.702	9.12e+000	8.37e-002	1.13e-002	1.54e+018	2.02e-009	1.66145e-002	4.09835e-005	3.11e+009	1.24e+007	1.73e+010	9.06e-016	1.95e+011	5.41e+010	3.84e+010	1.16e+011	8.56e-016	5.76e+014	4.32e+014	5.95e+012	2.11e+015	5.95e+010	9.33e+010	2.05e+014	1.54e+018	
2.8389135e-004	2.2415007e-006	1.65e-011	2.88e-009	179.32	50.0	314.4	11678761374266782.0	0.00e+000	69.783	1.676	9.81e+000	9.23e-002	1.30e-002	1.54e+018	2.03e-009	1.66116e-002	4.09738e-005	3.12e+009	1.24e+007	1.73e+010	9.08e-016	1.95e+011	5.42e+010	3.85e+010	1.16e+011	8.57e-016	5.78e+014	4.31e+014	5.79e+012	2.11e+015	6.47e+010	8.63e+010	2.06e+014	1.54e+018	
2.8490173e-004	2.2469572e-006	1.63e-011	3.88e-009	179.76	50.0	314.5	18916701733040996.0	0.00e+000	70.802	-1.550	9.96e+000	9.25e-002	1.30e-002	1.54e+018	2.03e-009	1.66085e-002	4.09629e-005	3.13e+009	1.23e+007	1.73e+010	9.10e-016	1.95e+011	5.42e+010	3.86e+010	1.16e+011	8.59e-016	5.80e+014	4.30e+014	5.84e+012	2.12e+015	6.56e+010	8.86e+010	2.06e+014	1.54e+018	
2.8603208e-004	2.2526189e-006	1.89e-011	2.78e-009	180.21	50.0	314.5	6548009306341714.0	0.00e+000	71.023	1.414	1.00e+001	1.08e-001	1.52e-002	1.54e+018	2.04e-009	1.66052e-002	4.09512e-005	3.13e+009	1.23e+007	1.72e+010	9.12e-016	1.96e+011	5.43e+010	3.86e+010	1.16e+011	8.61e-016	5.83e+014	4.30e+014	5.67e+012	2.12e+015	6.66e+010	7.94e+010	2.07e+014	1.54e+018	
2.8678964e-004	2.2581354e-006	1.76e-011	1.43e-009	180.65	50.0	314.6	20919807797956468.0	0.00e+000	71.457	-1.262	1.01e+001	1.01e-001	1.42e-002	1.54e+018	2.05e-009	1.66029e-002	4.09433e-005	3.15e+009	1.22e+007	1.72e+010	9.14e-016	1.96e+011	5.43e+010	3.87e+010	1.16e+011	8.63e-016	5.84e+014	4.29e+014	5.61e+012	2.13e+015	6.83e+010	7.73e+010	2.07e+014	1.53e+018	
2.8729230e-004	2.2634538e-006	2.42e-011	1.93e-009	181.08	50.0	314.6	4385838485067951.5	0.00e+000	71.954	1.064	1.04e+001	1.40e-001	2.01e-002	1.54e+018	2.04e-009	1.66014e-002	4.09381e-005	3.14e+009	1.20e+007	1.71e+010	9.16e-016	1.96e+011	5.44e+010	3.88e+010	1.16e+011	8.64e-016	5.86e+014	4.29e+014	5.60e+012	2.13e+015	6.69e+010	7.61e+010	2.08e+014	1.53e+018	
2.8796980e-004	2.2692567e-006	1.83e-011	2.60e-009	181.54	50.0	314.7	93766126267976752.0	0.00e+000	68.524	-0.957	9.17e+000	1.00e-001	1.34e-002	1.54e+018	2.05e-009	1.65993e-002	4.09310e-005	3.15e+009	1.19e+007	1.71e+010	9.19e-016	1.96e+011	5.45e+010	3.89e+010	1.17e+011	8.66e-016	5.87e+014	4.28e+014	5.59e+012	2.14e+015	3.89e+010	7.47e+010	2.08e+014	1.53e+018	
2.8888298e-004	2.2742514e-006	1.70e-011	3.51e-009	181.94	50.0	314.7	4569749711120851.0	0.00e+000	39.284	-1.100	2.73e+000	5.36e-002	3.72e-003	1.54e+018	2.03e-009	1.65964e-002	4.09207e-005	3.13e+009	1.23e+007	1.71e+010	9.20e-016	1.97e+011	5.46e+010	3.90e+010	1.17e+011	8.68e-016	5.89e+014	4.28e+014	5.90e+012	2.14e+015	1.25e+010	8.35e+010	2.09e+014	1.53e+018	
2.8917047e-004	2.2801264e-006	1.76e-011	4.67e-010	182.41	50.0	314.7	65593771872632336.0	0.00e+000	53.062	1.380	5.19e+000	7.47e-002	7.31e-003	1.54e+018	2.05e-009	1.65957e-002	4.09181e-005	3.15e+009	1.24e+007	1.71e+010	9.23e-016	1.97e+011	5.47e+010	3.91e+010	1.17e+011	8.69e-016	5.90e+014	4.28e+014	5.64e+012	2.14e+015	4.73e+010	7.52e+010	2.09e+014	1.53e+018	
2.8933421e-004	2.2855326e-006	1.55e-011	6.29e-010	182.84	50.0	314.7	11032797613611890.0	0.00e+000	69.949	-1.707	9.56e+000	8.65e-002	1.18e-002	1.54e+018	2.06e-009	1.65951e-002	4.09163e-005	3.17e+009	1.25e+007	1.71e+010	9.25e-016	1.97e+011	5.48e+010	3.92e+010	1.17e+011	8.71e-016	5.90e+014	4.27e+014	5.67e+012	2.14e+015	6.44e+010	7.72e+010	2.09e+014	1.53e+018	
2.8955492e-004	2.2913484e-006	1.69e-011	8.48e-010	183.31	50.0	314.8	16113223928104230.0	0.00e+000	71.052	1.645	9.92e+000	9.60e-002	1.34e-002	1.54e+018	2.07e-009	1.65945e-002	4.09140e-005	3.18e+009	1.25e+007	1.71e+010	9.27e-016	1.98e+011	5.49e+010	3.93e+010	1.17e+011	8.73e-016	5.91e+014	4.27e+014	5.69e+012	2.14e+015	6.54e+010	7.83e+010	2.09e+014	1.53e+018	
2.8985239e-004	2.2968138e-006	1.65e-011	1.14e-009	183.75	50.0	314.8	36472739088926000.0	0.00e+000	71.644	-1.503	9.93e+000	9.43e-002	1.31e-002	1.54e+018	2.08e-009	1.65936e-002	4.09108e-005	3.19e+009	1.24e+007	1.71e+010	9.29e-016	1.98e+011	5.50e+010	3.94e+010	1.17e+011	8.75e-016	5.91e+014	4.27e+014	5.72e+012	2.15e+015	6.57e+010	7.97e+010	2.10e+014	1.53e+018	
2.9025335e-004	2.3024571e-006	1.96e-011	1.54e-009	184.20	50.0	314.8	10284737448536678.0	0.00e+000	71.972	1.364	1.00e+001	1.13e-001	1.58e-002	1.54e+018	2.08e-009	1.65924e-002	4.09066e-005	3.20e+009	1.23e+007	1.70e+010	9.31e-016	1.98e+011	5.51e+010	3.95e+010	1.17e+011	8.76e-016	5.92e+014	4.27e+014	5.72e+012	2.15e+015	6.71e+010	7.97e+010	2.10e+014	1.53e+018	
2.9079377e-004	2.3080120e-006	1.78e-011	2.08e-009	184.64	50.0	314.8	45522794981834352.0	0.00e+000	72.415	-1.226	1.01e+001	1.03e-001	1.44e-002	1.54e+018	2.09e-009	1.65907e-002	4.09009e-005	3.21e+009	1.22e+007	1.70e+010	9.33e-016	1.98e+011	5.51e+010	3.96e+010	1.17e+011	8.78e-016	5.93e+014	4.27e+014	5.74e+012	2.15e+015	6.80e+010	8.00e+010	2.10e+014	1.53e+018	
2.9152218e-004	2.3132696e-006	2.53e-011	2.80e-009	185.06	50.0	314.9	6276110011571054.0	0.00e+000	72.943	0.993	1.05e+001	1.47e-001	2.12e-002	1.54e+018	2.08e-009	1.65885e-002	4.08932e-005	3.20e+009	1.20e+007	1.69e+010	9.35e-016	1.99e+011	5.52e+010	3.96e+010	1.17e+011	8.80e-016	5.95e+014	4.26e+014	5.68e+012	2.16e+015	6.89e+010	7.53e+010	2.11e+014	1.53e+018	
