t,s	t_el,s	dte,s	dt,s	NRF	Pgas(t),Torr	Tgas(t),K	Te(t),[K]	Jel(t),[A/cm2]	Iel(t),[mA]	Vext(t),[kV]	Power(t),[W/cm^2]	<Iel>RF,[mA]	<Power>RF,[W/cm^2]	Ngas(t),[cm-3]	Xel	MNT,[g*cm-3*K]	MNTr,[g*cm-3*K]	e(t)	O+(t)	O2+(t)	O3+(t)	O4+(t)	O-(t)	O2-(t)	O3-(t)	O4-(t)	O2[a](t)	O2[b](t)	O2[Hz](t)	O(t)	O[1D](t)	O[1S](t)	O3(t)	O2(t)	
1.1692873e-004	7.6586782e-007	1.59e-011	4.20e-009	61.27	50.0	305.1	39284.4	0.00e+000	54.889	1.858	9.98e+000	7.00e-002	1.27e-002	1.58e+018	1.35e-009	1.70913e-002	4.26123e-005	2.14e+009	4.88e+006	2.00e+010	3.22e-016	7.32e+010	3.69e+010	5.22e+009	4.84e+010	3.25e-016	2.29e+014	3.33e+014	4.80e+012	9.61e+014	6.57e+010	1.78e+011	7.21e+013	1.58e+018	
1.1796332e-004	7.7122365e-007	1.68e-011	2.05e-009	61.70	50.0	305.1	23133.7	0.00e+000	54.750	-1.807	1.01e+001	7.34e-002	1.35e-002	1.58e+018	1.34e-009	1.70887e-002	4.26035e-005	2.12e+009	4.87e+006	1.99e+010	3.25e-016	7.37e+010	3.69e+010	5.29e+009	4.88e+010	3.28e-016	2.31e+014	3.35e+014	4.69e+012	9.68e+014	6.69e+010	1.67e+011	7.31e+013	1.58e+018	
1.1868177e-004	7.7660846e-007	1.70e-011	2.76e-009	62.13	50.0	305.2	15321.2	0.00e+000	54.435	1.805	1.02e+001	7.41e-002	1.38e-002	1.58e+018	1.32e-009	1.70868e-002	4.25975e-005	2.08e+009	4.84e+006	1.99e+010	3.27e-016	7.43e+010	3.70e+010	5.37e+009	4.93e+010	3.30e-016	2.33e+014	3.37e+014	4.66e+012	9.73e+014	6.90e+010	1.64e+011	7.38e+013	1.58e+018	
1.1960959e-004	7.8189040e-007	1.96e-011	1.57e-009	62.55	50.0	305.2	103283.2	0.00e+000	44.792	-1.403	6.37e+000	7.02e-002	9.98e-003	1.58e+018	1.30e-009	1.70843e-002	4.25895e-005	2.05e+009	4.82e+006	1.98e+010	3.29e-016	7.49e+010	3.70e+010	5.44e+009	4.97e+010	3.32e-016	2.35e+014	3.38e+014	4.64e+012	9.80e+014	1.59e+010	1.60e+011	7.47e+013	1.58e+018	
1.2016216e-004	7.8692438e-007	1.89e-011	2.12e-009	62.95	50.0	305.2	14690.3	0.00e+000	33.072	-0.961	2.98e+000	4.99e-002	4.49e-003	1.58e+018	1.33e-009	1.70828e-002	4.25844e-005	2.10e+009	5.05e+006	2.00e+010	3.31e-016	7.54e+010	3.72e+010	5.51e+009	5.01e+010	3.34e-016	2.36e+014	3.40e+014	4.78e+012	9.85e+014	1.71e+010	1.68e+011	7.52e+013	1.58e+018	
1.2090695e-004	7.9221808e-007	1.56e-011	2.86e-009	63.38	50.0	305.3	142115.2	0.00e+000	53.219	1.809	9.09e+000	6.66e-002	1.14e-002	1.58e+018	1.37e-009	1.70807e-002	4.25778e-005	2.17e+009	5.20e+006	2.00e+010	3.33e-016	7.60e+010	3.73e+010	5.58e+009	5.06e+010	3.36e-016	2.37e+014	3.42e+014	4.82e+012	9.91e+014	6.02e+010	1.76e+011	7.59e+013	1.58e+018	
1.2191082e-004	7.9764520e-007	1.62e-011	3.86e-009	63.81	50.0	305.3	17582.2	0.00e+000	55.163	-1.856	9.93e+000	7.16e-002	1.29e-002	1.58e+018	1.37e-009	1.70780e-002	4.25688e-005	2.17e+009	5.21e+006	2.00e+010	3.35e-016	7.66e+010	3.73e+010	5.66e+009	5.10e+010	3.38e-016	2.39e+014	3.44e+014	4.83e+012	9.99e+014	6.54e+010	1.77e+011	7.68e+013	1.58e+018	
1.2323887e-004	8.0304030e-007	1.62e-011	5.02e-009	64.24	50.0	305.4	35603.1	0.00e+000	55.086	1.831	1.00e+001	7.15e-002	1.30e-002	1.58e+018	1.36e-009	1.70745e-002	4.25574e-005	2.15e+009	5.22e+006	2.00e+010	3.38e-016	7.72e+010	3.73e+010	5.73e+009	5.14e+010	3.40e-016	2.42e+014	3.46e+014	4.78e+012	1.01e+015	6.66e+010	1.74e+011	7.81e+013	1.58e+018	
1.2438382e-004	8.0838541e-007	1.68e-011	8.25e-010	64.67	50.0	305.4	34766.8	0.00e+000	55.491	-1.806	1.03e+001	7.45e-002	1.39e-002	1.58e+018	1.34e-009	1.70715e-002	4.25477e-005	2.13e+009	5.20e+006	1.99e+010	3.40e-016	7.78e+010	3.74e+010	5.81e+009	5.19e+010	3.43e-016	2.44e+014	3.48e+014	4.65e+012	1.02e+015	6.82e+010	1.58e+011	7.92e+013	1.58e+018	
1.2467341e-004	8.1376921e-007	1.72e-011	1.11e-009	65.10	50.0	305.5	17486.3	0.00e+000	54.765	1.799	1.03e+001	7.52e-002	1.42e-002	1.58e+018	1.32e-009	1.70708e-002	4.25452e-005	2.08e+009	5.15e+006	1.99e+010	3.42e-016	7.84e+010	3.75e+010	5.89e+009	5.23e+010	3.45e-016	2.45e+014	3.49e+014	4.64e+012	1.02e+015	6.32e+010	1.57e+011	7.95e+013	1.58e+018	
1.2506372e-004	8.1896120e-007	2.81e-011	1.50e-009	65.52	50.0	305.5	208525.3	0.00e+000	21.501	-0.425	1.02e+000	4.83e-002	2.28e-003	1.58e+018	1.33e-009	1.70697e-002	4.25418e-005	2.10e+009	5.22e+006	1.99e+010	3.44e-016	7.89e+010	3.75e+010	5.96e+009	5.27e+010	3.47e-016	2.46e+014	3.50e+014	4.66e+012	1.02e+015	1.89e+009	1.58e+011	7.98e+013	1.58e+018	
1.2558980e-004	8.2408048e-007	1.74e-011	2.02e-009	65.93	50.0	305.5	17622.7	0.00e+000	43.210	-1.372	5.54e+000	6.00e-002	7.69e-003	1.58e+018	1.36e-009	1.70682e-002	4.25369e-005	2.15e+009	5.45e+006	2.00e+010	3.46e-016	7.95e+010	3.77e+010	6.04e+009	5.32e+010	3.49e-016	2.47e+014	3.51e+014	4.79e+012	1.03e+015	3.61e+010	1.67e+011	8.03e+013	1.58e+018	
1.2629889e-004	8.2943309e-007	1.55e-011	2.72e-009	66.35	50.0	305.5	156198.6	0.00e+000	54.925	1.869	9.70e+000	6.81e-002	1.20e-002	1.58e+018	1.38e-009	1.70663e-002	4.25306e-005	2.19e+009	5.54e+006	2.00e+010	3.49e-016	8.01e+010	3.77e+010	6.12e+009	5.36e+010	3.51e-016	2.48e+014	3.52e+014	4.81e+012	1.03e+015	6.41e+010	1.72e+011	8.10e+013	1.58e+018	
1.2725462e-004	8.3485206e-007	1.63e-011	3.67e-009	66.79	50.0	305.6	23173.8	0.00e+000	55.371	-1.841	9.95e+000	7.23e-002	1.30e-002	1.58e+018	1.38e-009	1.70637e-002	4.25219e-005	2.17e+009	5.54e+006	2.00e+010	3.51e-016	8.06e+010	3.77e+010	6.20e+009	5.40e+010	3.53e-016	2.50e+014	3.54e+014	4.82e+012	1.04e+015	6.56e+010	1.72e+011	8.19e+013	1.58e+018	
1.2811194e-004	8.4025471e-007	1.64e-011	1.64e-009	67.22	50.0	305.6	34902.6	0.00e+000	55.295	1.816	1.00e+001	7.24e-002	1.32e-002	1.58e+018	1.36e-009	1.70615e-002	4.25148e-005	2.15e+009	5.53e+006	2.00e+010	3.53e-016	8.12e+010	3.78e+010	6.28e+009	5.45e+010	3.55e-016	2.52e+014	3.56e+014	4.68e+012	1.05e+015	6.69e+010	1.60e+011	8.27e+013	1.58e+018	
1.2868794e-004	8.4559237e-007	1.70e-011	2.21e-009	67.65	50.0	305.6	55265.9	0.00e+000	55.155	-1.767	1.02e+001	7.51e-002	1.38e-002	1.58e+018	1.35e-009	1.70600e-002	4.25098e-005	2.13e+009	5.50e+006	1.99e+010	3.55e-016	8.18e+010	3.78e+010	6.36e+009	5.49e+010	3.58e-016	2.53e+014	3.57e+014	4.68e+012	1.05e+015	6.78e+010	1.59e+011	8.33e+013	1.58e+018	
1.2943394e-004	8.5096663e-007	1.74e-011	1.92e-009	68.08	50.0	305.7	20630.3	0.00e+000	55.000	1.784	1.05e+001	7.68e-002	1.46e-002	1.58e+018	1.31e-009	1.70581e-002	4.25034e-005	2.07e+009	5.41e+006	1.99e+010	3.57e-016	8.24e+010	3.79e+010	6.45e+009	5.53e+010	3.60e-016	2.54e+014	3.58e+014	4.64e+012	1.05e+015	5.94e+010	1.54e+011	8.40e+013	1.58e+018	
1.3010914e-004	8.5601171e-007	2.41e-011	2.59e-009	68.48	50.0	305.7	347866.7	0.00e+000	17.113	0.439	7.06e-001	3.30e-002	1.36e-003	1.58e+018	1.34e-009	1.70562e-002	4.24972e-005	2.11e+009	5.61e+006	1.99e+010	3.59e-016	8.29e+010	3.80e+010	6.52e+009	5.57e+010	3.62e-016	2.56e+014	3.60e+014	4.76e+012	1.06e+015	3.74e+009	1.60e+011	8.46e+013	1.58e+018	
1.3101922e-004	8.6129366e-007	1.66e-011	3.49e-009	68.90	50.0	305.8	21931.0	0.00e+000	49.071	-1.608	7.39e+000	6.52e-002	9.82e-003	1.58e+018	1.38e-009	1.70536e-002	4.24885e-005	2.18e+009	5.79e+006	2.00e+010	3.62e-016	8.35e+010	3.81e+010	6.61e+009	5.62e+010	3.64e-016	2.58e+014	3.62e+014	4.89e+012	1.07e+015	4.74e+010	1.72e+011	8.54e+013	1.58e+018	
1.3224586e-004	8.6668061e-007	1.56e-011	4.71e-009	69.33	50.0	305.8	166217.9	0.00e+000	55.577	1.878	9.90e+000	6.92e-002	1.23e-002	1.58e+018	1.39e-009	1.70503e-002	4.24776e-005	2.20e+009	5.85e+006	2.00e+010	3.64e-016	8.40e+010	3.81e+010	6.69e+009	5.66e+010	3.66e-016	2.60e+014	3.64e+014	4.89e+012	1.08e+015	6.54e+010	1.75e+011	8.66e+013	1.58e+018	
1.3307103e-004	8.7208687e-007	1.64e-011	1.32e-009	69.77	50.0	305.9	32028.3	0.00e+000	55.539	-1.818	9.94e+000	7.30e-002	1.31e-002	1.58e+018	1.38e-009	1.70482e-002	4.24708e-005	2.18e+009	5.85e+006	2.00e+010	3.66e-016	8.46e+010	3.82e+010	6.78e+009	5.70e+010	3.68e-016	2.62e+014	3.65e+014	4.70e+012	1.08e+015	6.62e+010	1.57e+011	8.74e+013	1.58e+018	
1.3353379e-004	8.7749334e-007	1.67e-011	1.78e-009	70.20	50.0	305.9	37776.2	0.00e+000	55.521	1.798	1.01e+001	7.41e-002	1.34e-002	1.58e+018	1.37e-009	1.70470e-002	4.24667e-005	2.16e+009	5.83e+006	2.00e+010	3.68e-016	8.52e+010	3.82e+010	6.87e+009	5.74e+010	3.70e-016	2.63e+014	3.66e+014	4.70e+012	1.09e+015	6.72e+010	1.57e+011	8.78e+013	1.58e+018	
1.3415752e-004	8.8282938e-007	1.71e-011	2.40e-009	70.63	50.0	305.9	93093.1	0.00e+000	55.819	-1.773	1.04e+001	7.63e-002	1.42e-002	1.58e+018	1.35e-009	1.70453e-002	4.24612e-005	2.13e+009	5.79e+006	1.99e+010	3.70e-016	8.58e+010	3.82e+010	6.95e+009	5.79e+010	3.72e-016	2.64e+014	3.67e+014	4.69e+012	1.09e+015	6.92e+010	1.56e+011	8.84e+013	1.58e+018	
1.3499821e-004	8.8817741e-007	2.15e-011	3.23e-009	71.05	50.0	306.0	25072.0	0.00e+000	47.151	1.475	6.99e+000	8.12e-002	1.20e-002	1.58e+018	1.32e-009	1.70431e-002	4.24539e-005	2.09e+009	5.71e+006	1.98e+010	3.73e-016	8.63e+010	3.83e+010	7.04e+009	5.83e+010	3.75e-016	2.66e+014	3.68e+014	4.64e+012	1.10e+015	2.55e+010	1.49e+011	8.92e+013	1.58e+018	
1.3613134e-004	8.9317912e-007	2.04e-011	4.35e-009	71.45	50.0	306.0	486676.2	0.00e+000	32.670	0.969	2.84e+000	5.34e-002	4.64e-003	1.58e+018	1.36e-009	1.70398e-002	4.24431e-005	2.15e+009	6.00e+006	2.00e+010	3.75e-016	8.69e+010	3.84e+010	7.12e+009	5.87e+010	3.77e-016	2.68e+014	3.71e+014	4.90e+012	1.11e+015	1.28e+010	1.63e+011	9.02e+013	1.58e+018	
1.3669814e-004	8.9854728e-007	1.63e-011	1.81e-009	71.88	50.0	306.0	28376.3	0.00e+000	52.697	-1.745	8.61e+000	6.85e-002	1.12e-002	1.58e+018	1.40e-009	1.70383e-002	4.24381e-005	2.21e+009	6.15e+006	2.00e+010	3.77e-016	8.74e+010	3.85e+010	7.22e+009	5.91e+010	3.79e-016	2.69e+014	3.72e+014	4.80e+012	1.11e+015	5.82e+010	1.61e+011	9.08e+013	1.58e+018	
1.3733399e-004	9.0395863e-007	1.57e-011	2.44e-009	72.32	50.0	306.1	179786.3	0.00e+000	55.964	1.871	9.95e+000	7.03e-002	1.25e-002	1.58e+018	1.40e-009	1.70366e-002	4.24324e-005	2.21e+009	6.19e+006	2.00e+010	3.79e-016	8.80e+010	3.85e+010	7.31e+009	5.95e+010	3.81e-016	2.71e+014	3.73e+014	4.81e+012	1.12e+015	6.56e+010	1.63e+011	9.14e+013	1.58e+018	
1.3819102e-004	9.0935282e-007	1.65e-011	3.29e-009	72.75	50.0	306.1	46486.5	0.00e+000	55.838	-1.799	9.97e+000	7.38e-002	1.32e-002	1.58e+018	1.39e-009	1.70343e-002	4.24246e-005	2.20e+009	6.17e+006	2.00e+010	3.81e-016	8.86e+010	3.85e+010	7.40e+009	5.99e+010	3.83e-016	2.72e+014	3.74e+014	4.81e+012	1.12e+015	6.66e+010	1.63e+011	9.22e+013	1.58e+018	
1.3934617e-004	9.1475939e-007	1.69e-011	4.44e-009	73.18	50.0	306.2	43909.1	0.00e+000	56.029	1.775	1.02e+001	7.55e-002	1.38e-002	1.58e+018	1.38e-009	1.70312e-002	4.24143e-005	2.17e+009	6.15e+006	1.99e+010	3.84e-016	8.91e+010	3.86e+010	7.49e+009	6.04e+010	3.85e-016	2.75e+014	3.76e+014	4.76e+012	1.13e+015	6.89e+010	1.59e+011	9.32e+013	1.58e+018	
1.4074229e-004	9.2008868e-007	1.72e-011	3.18e-009	73.61	50.0	306.2	166496.2	0.00e+000	56.112	-1.752	1.05e+001	7.74e-002	1.44e-002	1.58e+018	1.36e-009	1.70274e-002	4.24018e-005	2.14e+009	6.10e+006	1.99e+010	3.86e-016	8.97e+010	3.86e+010	7.58e+009	6.08e+010	3.87e-016	2.77e+014	3.78e+014	4.67e+012	1.14e+015	6.97e+010	1.48e+011	9.45e+013	1.58e+018	
1.4185956e-004	9.2531523e-007	2.71e-011	4.29e-009	74.03	50.0	306.3	31447.3	0.00e+000	29.084	0.649	2.03e+000	6.31e-002	4.41e-003	1.58e+018	1.36e-009	1.70244e-002	4.23917e-005	2.14e+009	6.12e+006	1.99e+010	3.88e-016	9.02e+010	3.86e+010	7.67e+009	6.12e+010	3.89e-016	2.80e+014	3.80e+014	4.63e+012	1.15e+015	2.02e+009	1.44e+011	9.56e+013	1.58e+018	
1.4271942e-004	9.3043138e-007	1.83e-011	3.29e-009	74.43	50.0	306.3	643362.2	0.00e+000	40.788	1.282	4.70e+000	5.96e-002	6.86e-003	1.58e+018	1.39e-009	1.70219e-002	4.23835e-005	2.19e+009	6.41e+006	2.00e+010	3.90e-016	9.07e+010	3.88e+010	7.76e+009	6.15e+010	3.91e-016	2.82e+014	3.82e+014	4.87e+012	1.16e+015	2.72e+010	1.58e+011	9.64e+013	1.58e+018	
1.4323775e-004	9.3583950e-007	1.61e-011	1.66e-009	74.87	50.0	306.4	38122.9	0.00e+000	54.837	-1.814	9.31e+000	7.05e-002	1.20e-002	1.58e+018	1.42e-009	1.70205e-002	4.23789e-005	2.24e+009	6.54e+006	2.00e+010	3.92e-016	9.13e+010	3.88e+010	7.86e+009	6.20e+010	3.94e-016	2.83e+014	3.83e+014	4.80e+012	1.16e+015	6.27e+010	1.56e+011	9.68e+013	1.58e+018	
1.4381944e-004	9.4126940e-007	1.58e-011	2.23e-009	75.30	50.0	306.4	198476.1	0.00e+000	56.281	1.854	9.95e+000	7.12e-002	1.26e-002	1.58e+018	1.41e-009	1.70189e-002	4.23737e-005	2.23e+009	6.56e+006	2.00e+010	3.94e-016	9.19e+010	3.89e+010	7.96e+009	6.24e+010	3.96e-016	2.84e+014	3.84e+014	4.80e+012	1.16e+015	6.57e+010	1.58e+011	9.74e+013	1.57e+018	
1.4460348e-004	9.4665505e-007	1.66e-011	3.01e-009	75.73	50.0	306.4	69961.3	0.00e+000	56.280	-1.777	1.00e+001	7.48e-002	1.33e-002	1.58e+018	1.40e-009	1.70168e-002	4.23664e-005	2.21e+009	6.54e+006	2.00e+010	3.97e-016	9.24e+010	3.89e+010	8.06e+009	6.28e+010	3.98e-016	2.85e+014	3.85e+014	4.81e+012	1.17e+015	6.69e+010	1.58e+011	9.81e+013	1.57e+018	
1.4565034e-004	9.5207196e-007	1.70e-011	3.94e-009	76.17	50.0	306.5	54232.6	0.00e+000	56.492	1.765	1.03e+001	7.70e-002	1.41e-002	1.58e+018	1.39e-009	1.70140e-002	4.23571e-005	2.18e+009	6.50e+006	1.99e+010	3.99e-016	9.30e+010	3.89e+010	8.15e+009	6.32e+010	4.00e-016	2.87e+014	3.86e+014	4.76e+012	1.18e+015	6.94e+010	1.53e+011	9.91e+013	1.57e+018	
1.4688689e-004	9.5740235e-007	1.74e-011	2.25e-009	76.59	50.0	306.6	297825.4	0.00e+000	56.014	-1.687	1.04e+001	7.79e-002	1.44e-002	1.58e+018	1.36e-009	1.70106e-002	4.23459e-005	2.15e+009	6.44e+006	1.99e+010	4.01e-016	9.35e+010	3.90e+010	8.25e+009	6.36e+010	4.02e-016	2.90e+014	3.88e+014	4.69e+012	1.19e+015	6.94e+010	1.44e+011	1.00e+014	1.57e+018	
1.4767628e-004	9.6254343e-007	2.42e-011	3.03e-009	77.00	50.0	306.6	40918.1	0.00e+000	13.411	0.085	3.33e-001	2.59e-002	6.42e-004	1.58e+018	1.37e-009	1.70084e-002	4.23385e-005	2.16e+009	6.53e+006	1.99e+010	4.03e-016	9.41e+010	3.90e+010	8.35e+009	6.40e+010	4.04e-016	2.91e+014	3.90e+014	4.73e+012	1.19e+015	6.29e+008	1.46e+011	1.01e+014	1.57e+018	
1.4798367e-004	9.6776007e-007	1.73e-011	1.09e-009	77.42	50.0	306.6	926790.1	0.00e+000	45.218	1.454	5.91e+000	6.24e-002	8.16e-003	1.58e+018	1.41e-009	1.70076e-002	4.23357e-005	2.22e+009	6.82e+006	2.00e+010	4.05e-016	9.46e+010	3.91e+010	8.45e+009	6.44e+010	4.06e-016	2.92e+014	3.90e+014	4.76e+012	1.19e+015	4.37e+010	1.49e+011	1.01e+014	1.57e+018	
1.4836468e-004	9.7318670e-007	1.60e-011	1.46e-009	77.85	50.0	306.6	53459.1	0.00e+000	55.818	-1.841	9.61e+000	7.16e-002	1.23e-002	1.58e+018	1.43e-009	1.70065e-002	4.23321e-005	2.25e+009	6.90e+006	2.00e+010	4.07e-016	9.52e+010	3.92e+010	8.55e+009	6.48e+010	4.08e-016	2.93e+014	3.91e+014	4.79e+012	1.20e+015	6.44e+010	1.53e+011	1.02e+014	1.57e+018	
1.4887822e-004	9.7862917e-007	1.60e-011	1.97e-009	78.29	50.0	306.7	245099.4	0.00e+000	56.468	1.837	9.95e+000	7.22e-002	1.27e-002	1.58e+018	1.42e-009	1.70051e-002	4.23275e-005	2.24e+009	6.90e+006	2.00e+010	4.10e-016	9.58e+010	3.92e+010	8.65e+009	6.52e+010	4.10e-016	2.94e+014	3.91e+014	4.80e+012	1.20e+015	6.58e+010	1.54e+011	1.02e+014	1.57e+018	
1.4957040e-004	9.8400716e-007	1.67e-011	2.66e-009	78.72	50.0	306.7	110493.1	0.00e+000	56.603	-1.765	1.01e+001	7.57e-002	1.34e-002	1.58e+018	1.41e-009	1.70032e-002	4.23210e-005	2.23e+009	6.88e+006	2.00e+010	4.12e-016	9.63e+010	3.92e+010	8.76e+009	6.56e+010	4.13e-016	2.95e+014	3.92e+014	4.81e+012	1.21e+015	6.70e+010	1.54e+011	1.03e+014	1.57e+018	
1.5050336e-004	9.8942477e-007	1.71e-011	3.58e-009	79.15	50.0	306.7	71484.6	0.00e+000	57.110	1.761	1.05e+001	7.84e-002	1.44e-002	1.58e+018	1.40e-009	1.70007e-002	4.23126e-005	2.20e+009	6.83e+006	1.99e+010	4.14e-016	9.69e+010	3.93e+010	8.86e+009	6.60e+010	4.15e-016	2.97e+014	3.94e+014	4.76e+012	1.21e+015	7.03e+010	1.50e+011	1.03e+014	1.57e+018	
1.5171821e-004	9.9475645e-007	1.74e-011	3.72e-009	79.58	50.0	306.8	550962.9	0.00e+000	55.728	-1.624	1.02e+001	7.77e-002	1.42e-002	1.57e+018	1.37e-009	1.69974e-002	4.23015e-005	2.16e+009	6.75e+006	1.99e+010	4.16e-016	9.74e+010	3.93e+010	8.96e+009	6.64e+010	4.17e-016	3.00e+014	3.95e+014	4.70e+012	1.22e+015	7.00e+010	1.41e+011	1.05e+014	1.57e+018	
1.5302361e-004	9.9985394e-007	2.21e-011	5.01e-009	79.99	50.0	306.9	55604.7	0.00e+000	10.853	-0.274	2.85e-001	1.92e-002	5.02e-004	1.57e+018	1.38e-009	1.69937e-002	4.22890e-005	2.18e+009	6.90e+006	1.99e+010	4.18e-016	9.79e+010	3.94e+010	9.06e+009	6.67e+010	4.19e-016	3.02e+014	3.97e+014	4.82e+012	1.23e+015	8.32e+008	1.44e+011	1.06e+014	1.57e+018	
1.5413015e-004	1.0051353e-006	1.67e-011	4.09e-009	80.41	50.0	306.9	1293064.7	0.00e+000	47.990	1.559	6.71e+000	6.41e-002	8.97e-003	1.57e+018	1.43e-009	1.69905e-002	4.22785e-005	2.24e+009	7.17e+006	2.00e+010	4.20e-016	9.84e+010	3.95e+010	9.16e+009	6.71e+010	4.21e-016	3.05e+014	3.99e+014	4.94e+012	1.24e+015	4.18e+010	1.57e+011	1.07e+014	1.57e+018	
1.5488805e-004	1.0105692e-006	1.60e-011	2.34e-009	80.85	50.0	307.0	77661.6	0.00e+000	56.476	-1.850	9.76e+000	7.25e-002	1.25e-002	1.57e+018	1.44e-009	1.69885e-002	4.22717e-005	2.27e+009	7.25e+006	2.00e+010	4.23e-016	9.90e+010	3.95e+010	9.27e+009	6.75e+010	4.23e-016	3.06e+014	4.00e+014	4.84e+012	1.25e+015	6.50e+010	1.51e+011	1.07e+014	1.57e+018	
1.5570951e-004	1.0160247e-006	1.61e-011	3.15e-009	81.28	50.0	307.0	314600.7	0.00e+000	56.764	1.829	9.95e+000	7.32e-002	1.28e-002	1.57e+018	1.43e-009	1.69863e-002	4.22642e-005	2.25e+009	7.26e+006	2.00e+010	4.25e-016	9.95e+010	3.95e+010	9.38e+009	6.79e+010	4.25e-016	3.08e+014	4.01e+014	4.84e+012	1.25e+015	6.60e+010	1.52e+011	1.08e+014	1.57e+018	
1.5631191e-004	1.0213988e-006	1.68e-011	3.79e-010	81.71	50.0	307.0	177619.2	0.00e+000	56.824	-1.743	1.00e+001	7.64e-002	1.35e-002	1.57e+018	1.42e-009	1.69847e-002	4.22589e-005	2.24e+009	7.24e+006	2.00e+010	4.27e-016	1.00e+011	3.96e+010	9.49e+009	6.83e+010	4.27e-016	3.09e+014	4.02e+014	4.74e+012	1.26e+015	6.34e+010	1.42e+011	1.09e+014	1.57e+018	
1.5644486e-004	1.0268178e-006	1.73e-011	5.11e-010	82.15	50.0	307.0	98271.8	0.00e+000	57.480	1.743	1.05e+001	7.95e-002	1.45e-002	1.57e+018	1.41e-009	1.69843e-002	4.22577e-005	2.21e+009	7.19e+006	1.99e+010	4.29e-016	1.01e+011	3.96e+010	9.60e+009	6.87e+010	4.29e-016	3.09e+014	4.02e+014	4.74e+012	1.26e+015	6.19e+010	1.42e+011	1.09e+014	1.57e+018	
1.5662406e-004	1.0321514e-006	1.74e-011	6.88e-010	82.57	50.0	307.0	991366.1	0.00e+000	56.573	-1.659	1.04e+001	7.86e-002	1.44e-002	1.57e+018	1.38e-009	1.69839e-002	4.22561e-005	2.18e+009	7.10e+006	1.99e+010	4.31e-016	1.01e+011	3.96e+010	9.71e+009	6.91e+010	4.31e-016	3.10e+014	4.02e+014	4.74e+012	1.26e+015	3.89e+010	1.41e+011	1.09e+014	1.57e+018	
1.5686560e-004	1.0372280e-006	2.08e-011	9.28e-010	82.98	50.0	307.1	78281.1	0.00e+000	17.605	-0.495	7.37e-001	2.93e-002	1.23e-003	1.57e+018	1.40e-009	1.69832e-002	4.22537e-005	2.20e+009	7.28e+006	1.99e+010	4.33e-016	1.02e+011	3.97e+010	9.82e+009	6.94e+010	4.33e-016	3.10e+014	4.03e+014	4.79e+012	1.26e+015	1.20e+010	1.44e+011	1.09e+014	1.57e+018	
1.5719116e-004	1.0425497e-006	1.64e-011	1.25e-009	83.40	50.0	307.1	1909325.4	0.00e+000	49.814	1.624	7.24e+000	6.53e-002	9.49e-003	1.57e+018	1.44e-009	1.69822e-002	4.22506e-005	2.27e+009	7.53e+006	2.00e+010	4.36e-016	1.02e+011	3.98e+010	9.93e+009	6.98e+010	4.36e-016	3.11e+014	4.03e+014	4.84e+012	1.26e+015	5.12e+010	1.48e+011	1.10e+014	1.57e+018	
1.5762995e-004	1.0479857e-006	1.60e-011	1.69e-009	83.84	50.0	307.1	116715.5	0.00e+000	56.962	-1.855	9.86e+000	7.31e-002	1.27e-002	1.57e+018	1.45e-009	1.69810e-002	4.22464e-005	2.28e+009	7.56e+006	2.00e+010	4.38e-016	1.03e+011	3.98e+010	1.00e+010	7.02e+010	4.38e-016	3.12e+014	4.04e+014	4.87e+012	1.27e+015	6.55e+010	1.51e+011	1.10e+014	1.57e+018	
1.5822139e-004	1.0534494e-006	1.62e-011	2.27e-009	84.28	50.0	307.1	434836.0	0.00e+000	56.964	1.814	9.94e+000	7.37e-002	1.29e-002	1.57e+018	1.44e-009	1.69794e-002	4.22409e-005	2.27e+009	7.55e+006	2.00e+010	4.40e-016	1.03e+011	3.99e+010	1.02e+010	7.06e+010	4.40e-016	3.13e+014	4.05e+014	4.86e+012	1.27e+015	6.61e+010	1.51e+011	1.10e+014	1.57e+018	
1.5901855e-004	1.0588221e-006	1.69e-011	3.06e-009	84.71	50.0	307.2	292241.0	0.00e+000	57.097	-1.735	1.01e+001	7.70e-002	1.36e-002	1.57e+018	1.43e-009	1.69772e-002	4.22334e-005	2.25e+009	7.50e+006	2.00e+010	4.42e-016	1.04e+011	3.99e+010	1.03e+010	7.10e+010	4.42e-016	3.15e+014	4.06e+014	4.86e+012	1.28e+015	6.72e+010	1.50e+011	1.11e+014	1.57e+018	
1.6007404e-004	1.0642439e-006	1.75e-011	3.84e-009	85.14	50.0	307.2	143228.1	0.00e+000	57.469	1.718	1.04e+001	8.05e-002	1.46e-002	1.57e+018	1.41e-009	1.69743e-002	4.22237e-005	2.22e+009	7.43e+006	1.99e+010	4.44e-016	1.04e+011	3.99e+010	1.04e+010	7.14e+010	4.44e-016	3.17e+014	4.07e+014	4.79e+012	1.28e+015	6.97e+010	1.43e+011	1.12e+014	1.57e+018	
1.6139423e-004	1.0695782e-006	1.73e-011	4.18e-009	85.57	50.0	307.3	1851321.6	0.00e+000	56.346	-1.564	1.03e+001	7.78e-002	1.42e-002	1.57e+018	1.39e-009	1.69707e-002	4.22115e-005	2.19e+009	7.34e+006	1.98e+010	4.47e-016	1.05e+011	3.99e+010	1.05e+010	7.17e+010	4.46e-016	3.19e+014	4.08e+014	4.71e+012	1.29e+015	6.63e+010	1.33e+011	1.13e+014	1.57e+018	
